Season,Track,Track_Type,Total_Entries,Races_At_Track,Avg_Laps,Min_Laps,Max_Laps,Lead_Lap_Finishers,Different_Winners
2021,Las Vegas Motor Speedway,intermediate,76,2,257.25,76.0,267.0,26,2
2009,Daytona International Speedway,intermediate,86,2,143.51162790697674,2.0,160.0,59,2
1974,Charlotte Motor Speedway,intermediate,82,2,237.82926829268294,2.0,400.0,6,1
1957,Lincoln Speedway,short,32,1,134.75,23.0,200.0,2,1
1968,Langley Field Speedway,short,44,2,190.8409090909091,1.0,250.0,4,1
1977,North Wilkesboro Speedway,intermediate,55,2,327.41818181818184,2.0,400.0,5,2
1963,Columbia Speedway,short,46,2,145.34782608695653,5.0,200.0,9,1
1957,Redwood Speedway,short,15,1,120.4,27.0,153.0,1,1
1994,Indianapolis Motor Speedway,intermediate,43,1,146.69767441860466,9.0,160.0,16,1
2011,Charlotte Motor Speedway,intermediate,86,2,308.9186046511628,6.0,402.0,34,2
1954,Memphis-Arkansas Speedway,intermediate,52,1,103.88461538461539,1.0,167.0,1,1
1993,Bristol Motor Speedway,short,69,2,400.92753623188406,27.0,500.0,14,2
1991,Martinsville Speedway,short,64,2,452.0625,12.0,500.0,14,2
1970,Bristol Motor Speedway,short,60,2,248.05,1.0,500.0,2,2
1989,Darlington Raceway,intermediate,80,2,309.2875,13.0,367.0,14,2
2015,Chicagoland Speedway,intermediate,43,1,261.2325581395349,198.0,267.0,15,1
2016,Darlington Raceway,intermediate,40,1,345.075,161.0,367.0,18,1
2025,Homestead-Miami Speedway,intermediate,37,1,262.72972972972974,184.0,267.0,25,1
1954,Morristown Speedway,short,35,1,133.25714285714287,6.0,200.0,1,1
2019,Phoenix Raceway,intermediate,75,2,298.73333333333335,157.0,312.0,31,2
2022,Bristol Motor Speedway,short,36,1,445.22222222222223,198.0,500.0,12,1
2026,,speedway,1,1,,,,0,0
1950,Charlotte Speedway,intermediate,51,2,126.37037037037037,0.0,200.0,3,2
2002,Daytona International Speedway,intermediate,86,2,160.5581395348837,2.0,200.0,35,2
1992,Watkins Glen International,road course,39,1,46.05128205128205,1.0,51.0,26,1
1961,Charlotte Motor Speedway,intermediate,117,3,196.0854700854701,1.0,400.0,6,2
2014,Charlotte Motor Speedway,intermediate,86,2,345.83720930232556,94.0,400.0,32,2
2009,Phoenix Raceway,intermediate,86,2,279.7674418604651,6.0,312.0,33,2
1959,Trenton Speedway,intermediate,18,1,109.11111111111111,25.0,150.0,2,1
1959,Lakewood Speedway,intermediate,61,2,87.93442622950819,1.0,150.0,5,2
1988,Bristol Motor Speedway,short,64,2,373.28125,1.0,500.0,5,2
2004,Martinsville Speedway,short,86,2,432.4767441860465,1.0,500.0,45,2
1964,Concord Speedway,short,46,2,138.91304347826087,0.0,250.0,4,2
1961,Norwood Arena,short,18,1,312.6111111111111,2.0,500.0,2,1
1962,Asheville-Weaverville Speedway,short,73,3,213.4794520547945,8.0,500.0,8,3
1969,Smokey Mountain Raceway,short,46,2,168.02173913043478,0.0,300.0,3,2
1981,Michigan International Speedway,intermediate,73,2,161.41095890410958,3.0,200.0,20,2
1971,Columbia Speedway,short,56,2,132.30357142857142,0.0,200.0,6,1
1969,Nashville Speedway,short,24,1,202.5,5.0,400.0,2,1
2008,Michigan International Speedway,intermediate,86,2,191.13953488372093,17.0,203.0,40,2
1980,Texas World Speedway,intermediate,31,1,160.1290322580645,13.0,200.0,1,1
2013,Las Vegas Motor Speedway,intermediate,43,1,249.13953488372093,21.0,267.0,19,1
1958,Darlington Raceway,intermediate,48,1,232.20833333333334,1.0,364.0,1,1
1965,Martinsville Speedway,short,73,2,303.43835616438355,1.0,500.0,3,2
2025,Darlington Raceway,intermediate,76,2,319.7894736842105,30.0,367.0,54,2
1983,Rockingham Speedway,intermediate,71,2,346.2112676056338,10.0,492.0,5,2
1955,Langhorne Speedway,intermediate,74,2,123.13513513513513,3.0,250.0,5,1
1967,North Wilkesboro Speedway,intermediate,69,2,250.55072463768116,1.0,400.0,2,2
1959,North Wilkesboro Speedway,intermediate,49,2,122.22448979591837,9.0,160.0,5,1
1998,Richmond Raceway,intermediate,86,2,369.83720930232556,33.0,400.0,23,2
1976,Ontario Motor Speedway,intermediate,40,1,147.025,10.0,200.0,1,1
1991,Rockingham Speedway,intermediate,80,2,397.05,6.0,492.0,6,2
1955,Daytona Beach & Road Course,road course,48,1,30.020833333333332,2.0,39.0,7,1
1958,Southern States Fairgrounds,short,46,2,130.7826086956522,2.0,200.0,2,2
1958,North Wilkesboro Speedway,intermediate,48,2,134.64583333333334,26.0,160.0,4,1
1984,Daytona International Speedway,intermediate,84,2,133.91666666666666,0.0,200.0,12,2
1994,Atlanta Motor Speedway,intermediate,85,2,273.5529411764706,5.0,328.0,10,2
1972,Daytona International Speedway,intermediate,80,2,110.225,4.0,200.0,4,2
1960,California State Fairgrounds,intermediate,23,1,63.73913043478261,1.0,100.0,2,1
1971,Kingsport Speedway,short,25,1,194.88,1.0,300.0,1,1
1992,Rockingham Speedway,intermediate,80,2,407.6875,4.0,492.0,5,2
1984,Riverside International Raceway,road course,81,2,85.1358024691358,6.0,119.0,19,2
1957,Tennessee-Carolina Speedway,short,17,1,165.88235294117646,18.0,200.0,3,1
1975,Dover International Speedway,intermediate,72,2,351.625,8.0,500.0,4,2
1962,Occoneechee Speedway,intermediate,21,1,88.47619047619048,0.0,110.0,4,1
1951,Dayton Speedway,short,60,2,199.75,199.0,200.0,3,2
2000,Darlington Raceway,intermediate,86,2,279.95348837209303,15.0,328.0,27,2
1957,Raleigh Speedway,intermediate,53,1,198.1509433962264,3.0,250.0,2,1
2011,Auto Club Speedway,intermediate,43,1,181.65116279069767,32.0,200.0,25,1
1999,Darlington Raceway,intermediate,86,2,198.88372093023256,48.0,270.0,29,1
1967,Augusta International Speedway,short,25,1,191.24,7.0,300.0,1,1
2023,Las Vegas Motor Speedway,intermediate,72,2,262.9583333333333,110.0,271.0,44,2
2005,Pocono Raceway,intermediate,86,2,182.48837209302326,5.0,203.0,47,2
2024,Chicago Street Course,road course,40,1,56.15,24.0,58.0,34,1
1953,Morristown Speedway,short,23,1,199.0,198.0,200.0,1,1
2021,Phoenix Raceway,intermediate,77,2,284.83116883116884,5.0,312.0,48,2
2017,Indianapolis Motor Speedway,intermediate,40,1,144.375,9.0,167.0,16,1
1958,Birmingham International Raceway,short,18,1,147.22222222222223,11.0,200.0,2,1
1996,Bristol Motor Speedway,short,76,2,383.5657894736842,29.0,500.0,16,2
2017,Sonoma Raceway,road course,38,1,106.44736842105263,30.0,110.0,23,1
1958,Occoneechee Speedway,intermediate,51,2,78.90196078431373,0.0,110.0,6,2
1971,Meyer Speedway,short,14,1,239.71428571428572,58.0,300.0,1,1
1999,Texas Motor Speedway,intermediate,43,1,294.27906976744185,68.0,334.0,11,1
1963,Atlanta Motor Speedway,intermediate,82,2,210.97560975609755,2.0,334.0,4,2
1958,Asheville-Weaverville Speedway,short,63,2,265.93650793650795,28.0,500.0,2,2
1969,Michigan International Speedway,intermediate,82,2,148.40243902439025,1.0,250.0,12,2
1972,Rockingham Speedway,intermediate,80,2,345.5,1.0,492.0,2,2
2009,Kansas Speedway,intermediate,43,1,235.0,6.0,267.0,18,1
2004,Bristol Motor Speedway,short,86,2,411.3720930232558,4.0,500.0,28,2
2023,Pocono Raceway,intermediate,36,1,151.69444444444446,37.0,160.0,30,1
1954,Bay Meadows Race Track,intermediate,41,1,202.8780487804878,39.0,250.0,2,1
1965,Asheville-Weaverville Speedway,short,48,2,235.8125,1.0,500.0,3,2
1961,Bristol Motor Speedway,short,80,2,329.9625,3.0,500.0,4,2
1998,Martinsville Speedway,short,86,2,461.0813953488372,71.0,500.0,13,2
1997,Pocono Raceway,intermediate,84,2,185.29761904761904,0.0,200.0,38,2
1956,Piedmont Interstate Fairgrounds,short,36,2,134.58333333333334,10.0,200.0,3,2
2011,Phoenix Raceway,intermediate,86,2,253.7906976744186,20.0,312.0,26,2
1969,Montgomery Motor Speedway,short,22,1,159.36363636363637,10.0,200.0,2,1
2021,Charlotte Motor Speedway Road Course,road course,39,1,102.71794871794872,19.0,109.0,31,1
1952,Central City Speedway,short,55,2,165.3272727272727,11.0,300.0,5,2
1962,Daytona International Speedway,intermediate,131,4,73.0381679389313,1.0,200.0,14,2
2018,Charlotte Motor Speedway Road Course,road course,40,1,103.225,11.0,109.0,26,1
1962,Chattanooga International Raceway,short,21,1,165.47619047619048,36.0,200.0,2,1
1961,Darlington Raceway,intermediate,75,2,195.44,2.0,364.0,4,2
1963,Savannah Speedway,short,15,1,170.86666666666667,38.0,200.0,2,1
1968,Richmond Raceway,intermediate,28,1,221.92857142857142,12.0,300.0,2,1
1977,Daytona International Speedway,intermediate,83,2,125.32530120481928,3.0,200.0,9,2
2020,Texas Motor Speedway,intermediate,80,2,309.45,20.0,334.0,33,2
2011,Indianapolis Motor Speedway,intermediate,43,1,133.51162790697674,5.0,160.0,31,1
2020,Martinsville Speedway,short,78,2,471.35897435897436,100.0,500.0,31,2
2014,Atlanta Motor Speedway,intermediate,43,1,313.72093023255815,23.0,335.0,19,1
2020,Kansas Speedway,intermediate,80,2,245.9375,58.0,267.0,41,2
1955,Columbia Speedway,short,59,3,159.23728813559322,14.0,200.0,7,3
1997,New Hampshire Motor Speedway,intermediate,85,2,290.1411764705882,55.0,300.0,33,2
1998,Watkins Glen International,road course,43,1,87.55813953488372,47.0,90.0,26,1
2000,Indianapolis Motor Speedway,intermediate,43,1,149.8139534883721,15.0,160.0,14,1
1958,Gastonia Fairgrounds,short,19,1,153.47368421052633,1.0,200.0,3,1
1959,Reading Fairgrounds,short,25,1,133.76,22.0,200.0,1,1
1955,Asheville-Weaverville Speedway,short,18,1,141.16666666666666,3.0,200.0,1,1
2016,Michigan International Speedway,intermediate,80,2,190.2,52.0,200.0,46,2
2010,Auto Club Speedway,intermediate,86,2,191.87209302325581,23.0,250.0,53,2
2023,Charlotte Motor Speedway,intermediate,37,1,365.86486486486484,115.0,400.0,25,1
1972,Atlanta Motor Speedway,intermediate,80,2,235.925,6.0,328.0,5,1
2014,Kentucky Speedway,intermediate,42,1,246.28571428571428,27.0,267.0,21,1
1950,Funks Speedway,short,13,1,200.0,200.0,200.0,1,1
1955,Lincoln Speedway,short,31,1,143.41935483870967,8.0,200.0,1,1
2015,Talladega Superspeedway,superspeedway,86,2,179.0,18.0,196.0,59,2
2019,Texas Motor Speedway,intermediate,79,2,305.26582278481015,52.0,334.0,29,2
2017,Dover International Speedway,intermediate,79,2,373.17721518987344,39.0,406.0,26,2
1966,Star Lite Speedway,short,25,1,132.36,20.0,250.0,1,1
2002,Michigan International Speedway,intermediate,86,2,191.4418604651163,69.0,200.0,46,2
1968,Occoneechee Speedway,intermediate,24,1,94.54166666666667,1.0,167.0,1,1
1951,Heidelberg Raceway,short,42,1,69.375,20.0,200.0,1,1
2023,Talladega Superspeedway,superspeedway,76,2,185.23684210526315,59.0,196.0,56,2
2019,Kentucky Speedway,intermediate,36,1,262.27777777777777,110.0,269.0,16,1
1964,Watkins Glen International,road course,26,1,39.53846153846154,2.0,66.0,2,1
1969,Atlanta Motor Speedway,intermediate,80,2,230.025,3.0,334.0,5,2
1969,Richmond Raceway,short,28,1,259.9642857142857,1.0,500.0,1,1
2008,Atlanta Motor Speedway,intermediate,86,2,319.24418604651163,197.0,325.0,31,2
1983,Darlington Raceway,intermediate,77,2,259.5844155844156,0.0,367.0,8,2
2005,Phoenix Raceway,intermediate,86,2,282.36046511627904,14.0,312.0,42,2
1984,Nashville Speedway,intermediate,60,2,359.76666666666665,50.0,420.0,9,2
1966,Langley Field Speedway,short,22,1,154.0909090909091,2.0,250.0,2,1
2019,Daytona International Speedway,intermediate,80,2,158.3,83.0,207.0,32,2
1999,Michigan International Speedway,intermediate,86,2,193.77906976744185,52.0,200.0,21,2
1983,Richmond Raceway,speedway,62,2,305.51612903225805,39.0,400.0,5,1
1969,Riverside International Raceway,road course,44,1,96.72727272727273,1.0,186.0,2,1
1968,Greenville-Pickens Speedway,short,45,2,136.88888888888889,14.0,200.0,3,1
2014,Darlington Raceway,intermediate,43,1,348.13953488372096,65.0,374.0,22,1
1960,Nashville Speedway,short,23,1,240.30434782608697,1.0,333.0,2,1
2025,Bristol Motor Speedway,short,78,2,476.9871794871795,75.0,500.0,21,2
1961,Martinsville Speedway,short,86,3,275.3139534883721,0.0,500.0,5,3
1975,Daytona International Speedway,intermediate,80,2,113.7625,1.0,200.0,3,2
1969,Hickory Speedway,short,42,2,197.16666666666666,1.0,250.0,2,1
2023,Darlington Raceway,intermediate,72,2,316.84722222222223,39.0,367.0,44,2
1989,Charlotte Motor Speedway,intermediate,84,2,298.14285714285717,13.0,400.0,10,2
1980,Atlanta Motor Speedway,intermediate,82,2,216.76829268292684,0.0,328.0,5,2
1965,Lincoln Speedway,short,28,1,126.89285714285714,3.0,200.0,1,1
1998,Auto Club Speedway,intermediate,43,1,227.13953488372093,84.0,250.0,15,1
1965,Harris Speedway,short,22,1,207.3181818181818,7.0,334.0,1,1
1956,Columbia Speedway,short,44,2,146.79545454545453,1.0,200.0,5,2
2000,Rockingham Speedway,intermediate,86,2,361.98837209302326,14.0,393.0,23,2
2013,Darlington Raceway,intermediate,43,1,335.6744186046512,18.0,367.0,17,1
1979,Riverside International Raceway,road course,70,2,74.02857142857142,1.0,119.0,7,2
1997,Dover International Speedway,intermediate,85,2,410.9764705882353,86.0,500.0,9,2
1997,Darlington Raceway,intermediate,86,2,272.5,5.0,367.0,21,2
1951,Bainbridge Fairgrounds,intermediate,34,1,70.5,41.0,100.0,1,1
1968,Martinsville Speedway,short,80,2,334.5,1.0,500.0,3,2
1956,Martinsville Speedway,short,75,2,313.53333333333336,8.0,500.0,5,2
1981,Darlington Raceway,intermediate,76,2,282.5263157894737,6.0,367.0,7,2
1969,North Wilkesboro Speedway,intermediate,60,2,296.7,2.0,400.0,6,2
1978,Martinsville Speedway,short,60,2,381.43333333333334,13.0,500.0,3,2
2011,Homestead-Miami Speedway,intermediate,43,1,225.8372093023256,13.0,267.0,19,1
1978,Bristol Motor Speedway,short,59,2,349.20338983050846,0.0,500.0,3,2
1996,Indianapolis Motor Speedway,intermediate,40,1,142.7,9.0,160.0,21,1
1991,North Wilkesboro Speedway,intermediate,66,2,370.8939393939394,110.0,400.0,20,2
1952,Wine Creek Race Track,short,26,1,146.80769230769232,20.0,200.0,2,1
1967,Rockingham Speedway,intermediate,88,2,267.89772727272725,2.0,500.0,2,2
1955,New York State Fairgrounds,intermediate,22,1,82.45454545454545,22.0,100.0,2,1
1978,Pocono Raceway,intermediate,40,1,150.825,3.0,200.0,2,1
1975,Richmond Raceway,speedway,50,2,362.08,5.0,500.0,2,2
1972,Riverside International Raceway,road course,80,2,100.45,1.0,153.0,3,2
1993,Pocono Raceway,intermediate,80,2,155.3125,3.0,200.0,26,2
1956,Old Bridge Stadium,short,25,1,136.76,1.0,200.0,2,1
1958,Rambi Race Track,short,21,1,156.61904761904762,1.0,200.0,3,1
1955,Southern States Fairgrounds,short,35,2,140.02857142857144,24.0,200.0,2,2
1967,Oxford Plains Speedway,short,30,1,186.03333333333333,1.0,300.0,1,1
2019,Chicagoland Speedway,intermediate,38,1,256.6842105263158,100.0,267.0,17,1
1985,Talladega Superspeedway,superspeedway,81,2,132.41975308641975,6.0,188.0,7,2
1954,Speedway Park,short,24,1,139.41666666666666,5.0,200.0,1,1
1982,Michigan International Speedway,intermediate,75,2,151.56,2.0,200.0,10,2
2018,Indianapolis Motor Speedway,intermediate,40,1,144.9,41.0,160.0,22,1
2012,Las Vegas Motor Speedway,intermediate,43,1,237.32558139534885,39.0,267.0,22,1
1991,Charlotte Motor Speedway,intermediate,82,2,290.280487804878,2.0,400.0,8,2
1990,Bristol Motor Speedway,short,64,2,422.875,56.0,500.0,13,2
1982,Richmond Raceway,speedway,63,2,278.031746031746,35.0,400.0,6,2
2002,Atlanta Motor Speedway,intermediate,86,2,270.59302325581393,4.0,325.0,32,2
2008,Homestead-Miami Speedway,intermediate,43,1,263.09302325581393,207.0,267.0,18,1
1988,Pocono Raceway,intermediate,80,2,153.8375,0.0,200.0,23,2
1971,Ontario Motor Speedway,intermediate,51,1,131.0,2.0,200.0,3,1
1980,Daytona International Speedway,intermediate,82,2,133.97560975609755,5.0,200.0,8,2
1970,Columbia Speedway,short,52,2,112.84615384615384,1.0,200.0,3,2
2023,Indianapolis Motor Speedway Road Course,road course,39,1,81.43589743589743,79.0,82.0,22,1
2014,Bristol Motor Speedway,short,86,2,458.7674418604651,37.0,503.0,30,2
1999,Homestead-Miami Speedway,intermediate,43,1,255.69767441860466,85.0,267.0,7,1
1959,Columbia Speedway,short,54,3,129.38888888888889,0.0,200.0,6,2
2017,Daytona International Speedway,intermediate,80,2,153.8,7.0,200.0,36,2
1961,Nashville Speedway,short,24,1,292.625,1.0,403.0,2,1
2007,Sonoma Raceway,road course,43,1,106.13953488372093,12.0,110.0,32,1
1951,Charlotte Speedway,intermediate,65,2,93.78048780487805,3.0,200.0,3,2
1953,Central City Speedway,short,36,2,162.75,119.0,200.0,2,2
1965,Columbia Speedway,short,41,2,107.26829268292683,2.0,200.0,5,2
1961,Charlotte Motor Speedway,road course,19,1,49.526315789473685,1.0,67.0,5,1
2013,Dover International Speedway,intermediate,86,2,357.83720930232556,16.0,400.0,28,2
1953,Occoneechee Speedway,intermediate,19,1,75.5,3.0,100.0,2,1
2022,Nashville Superspeedway,intermediate,36,1,290.22222222222223,49.0,300.0,26,1
2018,Phoenix Raceway,intermediate,76,2,287.63157894736844,23.0,312.0,30,2
1994,Sonoma Raceway,road course,43,1,66.69767441860465,18.0,74.0,20,1
1964,Langley Field Speedway,short,17,1,155.58823529411765,1.0,250.0,1,1
1959,Champion Speedway,short,25,1,122.04,0.0,150.0,3,1
1957,New York State Fairgrounds,intermediate,24,1,61.208333333333336,2.0,100.0,1,1
2010,Bristol Motor Speedway,short,86,2,419.77906976744185,16.0,500.0,34,2
1979,Atlanta Motor Speedway,intermediate,81,2,237.22222222222223,4.0,328.0,7,2
1984,Darlington Raceway,intermediate,79,2,253.0379746835443,9.0,367.0,5,2
1996,Daytona International Speedway,intermediate,85,2,142.31764705882352,9.0,200.0,45,2
1997,Auto Club Speedway,intermediate,42,1,228.97619047619048,28.0,250.0,9,1
1958,Monroe County Fairgrounds,short,21,1,148.42857142857142,10.0,200.0,1,1
1969,Rockingham Speedway,intermediate,83,2,319.7710843373494,17.0,500.0,3,2
2016,Watkins Glen International,road course,40,1,85.475,52.0,90.0,28,1
2010,Atlanta Motor Speedway,intermediate,86,2,296.8953488372093,3.0,341.0,51,2
1978,Atlanta Motor Speedway,intermediate,80,2,258.4625,0.0,328.0,4,2
2024,Richmond Raceway,intermediate,73,2,404.4109589041096,250.0,408.0,41,2
2013,Charlotte Motor Speedway,intermediate,86,2,325.33720930232556,23.0,400.0,26,2
1988,Martinsville Speedway,short,64,2,393.765625,14.0,500.0,5,2
2013,Michigan International Speedway,intermediate,86,2,177.19767441860466,5.0,200.0,53,2
2018,Bristol Motor Speedway,short,79,2,416.2911392405063,1.0,500.0,27,2
1966,Occoneechee Speedway,intermediate,23,1,111.3913043478261,1.0,167.0,2,1
1966,Bridgehampton Race Circuit,road course,28,1,36.42857142857143,1.0,52.0,2,1
1960,Marchbanks Speedway,intermediate,33,1,116.6969696969697,3.0,179.0,2,1
1954,Oakland Stadium,short,59,2,210.9322033898305,0.0,297.0,4,2
2000,Watkins Glen International,road course,43,1,83.69767441860465,21.0,90.0,33,1
2023,World Wide Technology Raceway at Gateway,intermediate,36,1,232.75,91.0,243.0,28,1
1975,Bristol Motor Speedway,short,53,2,346.35849056603774,7.0,500.0,2,1
2008,Bristol Motor Speedway,short,86,2,470.40697674418607,184.0,506.0,29,2
1985,Daytona International Speedway,intermediate,81,2,125.88888888888889,2.0,200.0,9,2
2003,Indianapolis Motor Speedway,intermediate,43,1,152.37209302325581,46.0,160.0,21,1
1953,North Wilkesboro Speedway,intermediate,65,2,132.3235294117647,20.0,200.0,3,2
1970,Darlington Raceway,intermediate,76,2,227.25,3.0,367.0,2,2
1967,Fonda Speedway,short,30,1,128.66666666666666,2.0,200.0,1,1
2004,Rockingham Speedway,intermediate,43,1,352.06976744186045,1.0,393.0,9,1
1975,Nashville Speedway,intermediate,58,2,247.98275862068965,1.0,420.0,2,2
1949,Charlotte Speedway,intermediate,33,1,138.0,38.0,200.0,1,1
2012,Dover International Speedway,intermediate,86,2,301.3139534883721,8.0,400.0,25,2
1956,Lakewood Speedway,intermediate,28,1,68.85714285714286,3.0,100.0,2,1
2024,Darlington Raceway,intermediate,73,2,312.2054794520548,2.0,367.0,45,2
1951,Oakland Stadium,intermediate,35,1,136.0,0.0,250.0,1,1
2014,Phoenix Raceway,intermediate,86,2,295.9418604651163,16.0,312.0,45,1
1977,Charlotte Motor Speedway,intermediate,81,2,267.679012345679,3.0,400.0,4,2
1970,Beltsville Speedway,short,27,1,176.33333333333334,0.0,300.0,1,1
2017,Phoenix Raceway,intermediate,79,2,292.1645569620253,9.0,314.0,45,2
1985,Darlington Raceway,intermediate,80,2,259.8375,11.0,367.0,6,1
2014,Richmond Raceway,intermediate,86,2,386.1511627906977,31.0,400.0,40,2
2008,Watkins Glen International,road course,43,1,88.79069767441861,81.0,90.0,32,1
1961,Daytona International Speedway,intermediate,155,4,80.0516129032258,1.0,200.0,18,4
1970,Daytona International Speedway,intermediate,141,4,84.70921985815603,0.0,200.0,14,4
2001,Darlington Raceway,intermediate,86,2,313.6162790697674,90.0,367.0,36,2
1957,Portland Speedway,short,39,2,98.51282051282051,6.0,150.0,5,2
1952,North Wilkesboro Speedway,intermediate,51,2,113.44680851063829,1.0,200.0,4,1
1973,Richmond Raceway,speedway,64,2,311.921875,1.0,500.0,3,1
1953,Hickory Speedway,short,39,2,152.33333333333334,57.0,200.0,2,2
1986,Rockingham Speedway,intermediate,80,2,360.475,9.0,492.0,8,2
1971,West Virginia International Speedway,short,35,1,287.8285714285714,1.0,500.0,1,1
2002,Pocono Raceway,intermediate,86,2,165.09302325581396,0.0,200.0,43,2
2012,Kentucky Speedway,intermediate,43,1,219.0,12.0,267.0,19,1
1952,Playland Park Speedway,short,19,1,136.57894736842104,34.0,200.0,2,1
2005,Auto Club Speedway,intermediate,86,2,233.30232558139534,23.0,254.0,49,2
1962,South Boston Speedway,short,24,1,196.79166666666666,3.0,267.0,3,1
2020,Pocono Raceway,intermediate,80,2,126.6875,15.0,140.0,38,2
1999,Charlotte Motor Speedway,intermediate,86,2,345.1744186046512,32.0,400.0,14,2
1959,Piedmont Interstate Fairgrounds,short,20,1,133.7,4.0,200.0,1,1
1964,Charlotte Motor Speedway,intermediate,88,2,165.0909090909091,1.0,400.0,2,2
1955,Occoneechee Speedway,intermediate,46,2,76.8913043478261,2.0,100.0,9,2
1985,Pocono Raceway,intermediate,80,2,153.85,1.0,200.0,11,1
2013,Martinsville Speedway,short,86,2,461.01162790697674,26.0,500.0,38,2
1964,Old Dominion Speedway,short,40,2,270.7,1.0,500.0,2,1
1961,Hartsville Speedway,short,18,1,127.77777777777777,68.0,150.0,2,1
1991,Richmond Raceway,intermediate,71,2,365.01408450704224,9.0,400.0,16,2
2010,Talladega Superspeedway,superspeedway,86,2,177.8372093023256,2.0,200.0,55,2
2009,Sonoma Raceway,road course,43,1,106.62790697674419,2.0,113.0,36,1
1969,Middle Georgia Raceway,short,54,2,264.0925925925926,12.0,500.0,4,2
1966,Charlotte Motor Speedway,intermediate,88,2,208.42045454545453,1.0,400.0,5,2
1999,Bristol Motor Speedway,short,86,2,463.01162790697674,140.0,500.0,17,2
1999,Las Vegas Motor Speedway,intermediate,43,1,237.86046511627907,115.0,267.0,10,1
1955,Piedmont Interstate Fairgrounds,short,27,1,122.88888888888889,9.0,200.0,3,1
1962,Darlington Raceway,intermediate,76,2,209.1184210526316,2.0,364.0,6,2
1967,Bristol Motor Speedway,short,72,2,280.30555555555554,4.0,500.0,4,2
1988,Michigan International Speedway,intermediate,83,2,162.289156626506,2.0,200.0,19,2
1992,Dover International Speedway,intermediate,76,2,378.9342105263158,3.0,500.0,5,2
2012,Watkins Glen International,road course,43,1,73.18604651162791,0.0,90.0,27,1
1954,Monroe County Fairgrounds,short,32,1,149.40625,22.0,200.0,2,1
1974,Martinsville Speedway,short,60,2,311.68333333333334,20.0,500.0,3,2
1987,Rockingham Speedway,intermediate,84,2,371.92857142857144,8.0,492.0,11,2
1980,Talladega Superspeedway,superspeedway,83,2,123.39759036144578,4.0,188.0,8,2
1968,Nashville Speedway,short,22,1,163.77272727272728,9.0,301.0,1,1
2016,Sonoma Raceway,road course,40,1,106.5,5.0,110.0,35,1
2016,Richmond Raceway,intermediate,80,2,394.3625,264.0,407.0,50,2
2016,Las Vegas Motor Speedway,intermediate,39,1,259.7435897435897,115.0,267.0,23,1
1968,Jeffco Speedway,short,29,1,158.58620689655172,4.0,200.0,2,1
2004,Chicagoland Speedway,intermediate,43,1,222.5581395348837,3.0,267.0,23,1
1996,Michigan International Speedway,intermediate,81,2,180.7037037037037,5.0,200.0,35,2
1962,North Wilkesboro Speedway,intermediate,66,2,281.6969696969697,3.0,400.0,5,1
1965,Rambi Race Track,short,22,1,116.77272727272727,4.0,200.0,2,1
2023,Phoenix Raceway,intermediate,72,2,306.97222222222223,50.0,317.0,48,2
1972,Martinsville Speedway,short,72,2,330.31944444444446,19.0,500.0,3,1
1992,Phoenix Raceway,intermediate,42,1,257.64285714285717,1.0,312.0,8,1
1958,Raleigh Speedway,intermediate,55,1,175.83636363636364,6.0,250.0,1,1
2007,Phoenix Raceway,intermediate,86,2,297.56976744186045,118.0,312.0,43,2
1996,Sonoma Raceway,road course,44,1,71.5,52.0,74.0,27,1
1986,Daytona International Speedway,intermediate,84,2,137.76190476190476,2.0,200.0,18,2
1971,New Asheville Speedway,short,18,1,121.27777777777777,0.0,300.0,1,1
2023,Daytona International Speedway,intermediate,79,2,173.46835443037975,26.0,212.0,42,2
2007,Auto Club Speedway,intermediate,86,2,223.24418604651163,7.0,250.0,34,2
1953,Palm Beach Speedway,short,23,1,138.2173913043478,4.0,200.0,1,1
2011,Martinsville Speedway,short,86,2,419.22093023255815,7.0,500.0,32,2
2019,Watkins Glen International,road course,37,1,88.43243243243244,65.0,90.0,29,1
2003,Rockingham Speedway,intermediate,86,2,369.59302325581393,34.0,393.0,21,2
1965,New Asheville Speedway,short,19,1,218.6315789473684,52.0,300.0,1,1
1955,Hickory Speedway,short,23,1,158.91304347826087,37.0,200.0,3,1
1959,Nashville Speedway,short,42,2,209.8095238095238,10.0,300.0,3,2
1956,New York State Fairgrounds,intermediate,24,1,115.25,1.0,150.0,1,1
1988,North Wilkesboro Speedway,intermediate,64,2,370.25,24.0,400.0,12,2
1954,Lakewood Speedway,intermediate,34,1,87.73076923076923,11.0,100.0,3,1
1962,Atlanta Motor Speedway,intermediate,90,2,171.93333333333334,1.0,267.0,5,2
1971,Dover International Speedway,intermediate,80,2,302.25,9.0,500.0,2,2
2015,Indianapolis Motor Speedway,intermediate,43,1,158.67441860465115,78.0,164.0,28,1
1975,North Wilkesboro Speedway,intermediate,58,2,308.5689655172414,3.0,400.0,3,1
1951,Columbus Speedway,short,31,1,96.8,11.0,200.0,1,1
2019,Richmond Raceway,intermediate,75,2,386.62666666666667,125.0,400.0,29,1
1971,Darlington Raceway,intermediate,76,2,198.25,2.0,367.0,2,2
2008,Kansas Speedway,intermediate,43,1,264.04651162790697,229.0,267.0,17,1
2005,Martinsville Speedway,short,86,2,444.6860465116279,18.0,500.0,35,1
2017,Charlotte Motor Speedway,intermediate,80,2,330.15,18.0,400.0,41,2
